volume_id,saved_slice_index,sample_role,expected_source_slice,best_matching_source_slice,best_offset,source_slice_count,image_pixel_exact,image_mae,image_correlation,organ_exact,tumor_exact,organ_dice,tumor_dice,reverse_order_score,status,failure_reason
0,65,representative_max_organ,65,65,0,75,True,0.0,1.0,True,True,1.0,1.0,0.5560669791813607,PASS,
1,65,representative_max_organ,65,65,0,123,True,0.0,1.0,True,True,1.0,1.0,0.8039767403211827,PASS,
2,436,representative_max_organ,436,436,0,517,True,0.0,1.0,True,True,1.0,1.0,0.25935909269854296,PASS,
3,432,representative_max_organ,432,432,0,534,True,0.0,1.0,True,True,1.0,1.0,0.4817564492252577,PASS,
4,295,screenshot,295,295,0,841,True,0.0,1.0,True,True,1.0,1.0,0.5390737441260093,PASS,
4,347,screenshot,347,347,0,841,True,0.0,1.0,True,True,1.0,1.0,0.6707806578929281,PASS,
4,464,screenshot,464,464,0,841,True,0.0,1.0,True,True,1.0,1.0,0.7356760521192197,PASS,
4,472,screenshot,472,472,0,841,True,0.0,1.0,True,True,1.0,1.0,0.719761003180163,PASS,
4,511,representative_max_organ,511,511,0,841,True,0.0,1.0,True,True,1.0,1.0,0.6438498872880916,PASS,
4,596,screenshot,596,596,0,841,True,0.0,1.0,True,True,1.0,1.0,0.39888049927120095,PASS,
5,428,representative_max_organ,428,428,0,537,True,0.0,1.0,True,True,1.0,1.0,0.552790029419094,PASS,
6,450,representative_max_organ,450,450,0,518,True,0.0,1.0,True,True,1.0,1.0,0.4637149838861947,PASS,
7,465,representative_max_organ,465,465,0,541,True,0.0,1.0,True,True,1.0,1.0,0.3480550605853085,PASS,
8,464,representative_max_organ,464,464,0,541,True,0.0,1.0,True,True,1.0,1.0,0.5902243799909933,PASS,
9,481,representative_max_organ,481,481,0,549,True,0.0,1.0,True,True,1.0,1.0,0.4105394157036154,PASS,
10,446,representative_max_organ,446,446,0,501,True,0.0,1.0,True,True,1.0,1.0,0.2860314808099796,PASS,
11,386,representative_max_organ,386,386,0,466,True,0.0,1.0,True,True,1.0,1.0,0.45581842346515883,PASS,
12,396,representative_max_organ,396,396,0,455,True,0.0,1.0,True,True,1.0,1.0,0.15873204924527073,PASS,
13,372,representative_max_organ,372,372,0,605,True,0.0,1.0,True,True,1.0,1.0,0.5912114477609287,PASS,
14,353,representative_max_organ,353,353,0,588,True,0.0,1.0,True,True,1.0,1.0,0.6495317878000307,PASS,
15,324,representative_max_organ,324,324,0,565,True,0.0,1.0,True,True,1.0,1.0,0.6751068424648072,PASS,
16,394,representative_max_organ,394,394,0,689,True,0.0,1.0,True,True,1.0,1.0,0.7580540597988676,PASS,
17,471,representative_max_organ,471,471,0,826,True,0.0,1.0,True,True,1.0,1.0,0.675421666022424,PASS,
18,494,representative_max_organ,494,494,0,845,True,0.0,1.0,True,True,1.0,1.0,0.6834852623277816,PASS,
19,442,representative_max_organ,442,442,0,547,True,0.0,1.0,True,True,1.0,1.0,0.4995907962800473,PASS,
20,476,representative_max_organ,476,476,0,574,True,0.0,1.0,True,True,1.0,1.0,0.5363638779371163,PASS,
21,399,representative_max_organ,399,399,0,437,True,0.0,1.0,True,True,1.0,1.0,0.535356757065694,PASS,
22,132,representative_max_organ,132,132,0,247,True,0.0,1.0,True,True,1.0,1.0,0.8391489733352188,PASS,
23,336,representative_max_organ,336,336,0,391,True,0.0,1.0,True,True,1.0,1.0,0.5824548169476912,PASS,
24,234,representative_max_organ,234,234,0,276,True,0.0,1.0,True,True,1.0,1.0,0.45626519967904383,PASS,
25,512,representative_max_organ,512,512,0,601,True,0.0,1.0,True,True,1.0,1.0,0.7190064385411755,PASS,
26,388,representative_max_organ,388,388,0,668,True,0.0,1.0,True,True,1.0,1.0,0.7354324426878257,PASS,
27,490,representative_max_organ,490,490,0,861,True,0.0,1.0,True,True,1.0,1.0,0.7328087678831153,PASS,
28,96,representative_max_organ,96,96,0,129,True,0.0,1.0,True,True,1.0,1.0,0.6600823930407717,PASS,
29,126,representative_max_organ,126,126,0,172,True,0.0,1.0,True,True,1.0,1.0,0.6756137968631718,PASS,
30,141,representative_max_organ,141,141,0,200,True,0.0,1.0,True,True,1.0,1.0,0.6391205021131915,PASS,
31,71,representative_max_organ,71,71,0,91,True,0.0,1.0,True,True,1.0,1.0,0.6182710590150469,PASS,
32,94,representative_max_organ,94,94,0,139,True,0.0,1.0,True,True,1.0,1.0,0.5669746801511625,PASS,
33,19,screenshot,19,19,0,135,True,0.0,1.0,True,True,1.0,1.0,0.3788140264740296,PASS,
33,37,screenshot,37,37,0,135,True,0.0,1.0,True,True,1.0,1.0,0.53603148801632,PASS,
33,85,screenshot,85,85,0,135,True,0.0,1.0,True,True,1.0,1.0,0.6386015781843982,PASS,
33,99,representative_max_organ,99,99,0,135,True,0.0,1.0,True,True,1.0,1.0,0.5198366625159091,PASS,
33,100,screenshot,100,100,0,135,True,0.0,1.0,True,True,1.0,1.0,0.516514242255644,PASS,
33,132,screenshot,132,132,0,135,True,0.0,1.0,True,True,1.0,1.0,0.347936053977091,PASS,
34,114,representative_max_organ,114,114,0,151,True,0.0,1.0,True,True,1.0,1.0,0.5827140614948906,PASS,
35,99,representative_max_organ,99,99,0,124,True,0.0,1.0,True,True,1.0,1.0,0.6709879140568535,PASS,
36,68,representative_max_organ,68,68,0,111,True,0.0,1.0,True,True,1.0,1.0,0.7191335149330174,PASS,
37,76,representative_max_organ,76,76,0,122,True,0.0,1.0,True,True,1.0,1.0,0.7530709511526467,PASS,
38,98,representative_max_organ,98,98,0,132,True,0.0,1.0,True,True,1.0,1.0,0.5103422190625757,PASS,
39,190,representative_max_organ,190,190,0,260,True,0.0,1.0,True,True,1.0,1.0,0.7772926020186143,PASS,
40,80,representative_max_organ,80,80,0,122,True,0.0,1.0,True,True,1.0,1.0,0.615450506292291,PASS,
41,79,representative_max_organ,79,79,0,113,True,0.0,1.0,True,True,1.0,1.0,0.7661212129026524,PASS,
42,83,representative_max_organ,83,83,0,125,True,0.0,1.0,True,True,1.0,1.0,0.770523153717803,PASS,
43,119,representative_max_organ,119,119,0,155,True,0.0,1.0,True,True,1.0,1.0,0.3661871265644013,PASS,
44,1,screenshot,1,1,0,119,True,0.0,1.0,True,True,1.0,1.0,0.3458781576162089,PASS,
44,57,screenshot,57,57,0,119,True,0.0,1.0,True,True,1.0,1.0,0.9089045862271838,PASS,
44,81,representative_max_organ,81,81,0,119,True,0.0,1.0,True,True,1.0,1.0,0.684699892172014,PASS,
44,97,screenshot,97,97,0,119,True,0.0,1.0,True,True,1.0,1.0,0.30461081359284603,PASS,
44,113,screenshot,113,113,0,119,True,0.0,1.0,True,True,1.0,1.0,0.31036336750283516,PASS,
44,116,screenshot,116,116,0,119,True,0.0,1.0,True,True,1.0,1.0,0.334619297088238,PASS,
45,51,representative_max_organ,51,51,0,74,True,0.0,1.0,True,True,1.0,1.0,0.7031273768978239,PASS,
46,58,representative_max_organ,58,58,0,124,True,0.0,1.0,True,True,1.0,1.0,0.6284484087928504,PASS,
47,182,representative_max_organ,182,182,0,225,True,0.0,1.0,True,True,1.0,1.0,0.52579581739011,PASS,
48,150,representative_max_organ,150,150,0,244,True,0.0,1.0,True,True,1.0,1.0,0.7045829678750107,PASS,
49,154,representative_max_organ,154,154,0,254,True,0.0,1.0,True,True,1.0,1.0,0.7631406275244654,PASS,
50,138,representative_max_organ,138,138,0,240,True,0.0,1.0,True,True,1.0,1.0,0.8184237223076506,PASS,
51,133,representative_max_organ,133,133,0,227,True,0.0,1.0,True,True,1.0,1.0,0.5444289773558176,PASS,
52,135,representative_max_organ,135,135,0,237,True,0.0,1.0,True,True,1.0,1.0,0.7756110374905848,PASS,
53,84,representative_max_organ,84,84,0,105,True,0.0,1.0,True,True,1.0,1.0,0.6224389119508653,PASS,
54,74,representative_max_organ,74,74,0,96,True,0.0,1.0,True,True,1.0,1.0,0.5884599322565888,PASS,
55,152,representative_max_organ,152,152,0,192,True,0.0,1.0,True,True,1.0,1.0,0.743711160545955,PASS,
56,195,representative_max_organ,195,195,0,239,True,0.0,1.0,True,True,1.0,1.0,0.6128015855866246,PASS,
57,310,representative_max_organ,310,310,0,366,True,0.0,1.0,True,True,1.0,1.0,0.7177478531603865,PASS,
58,180,representative_max_organ,180,180,0,212,True,0.0,1.0,True,True,1.0,1.0,0.4255236695973208,PASS,
59,182,representative_max_organ,182,182,0,216,True,0.0,1.0,True,True,1.0,1.0,0.5012640183446487,PASS,
60,202,representative_max_organ,202,202,0,244,True,0.0,1.0,True,True,1.0,1.0,0.5623052887581887,PASS,
61,166,representative_max_organ,166,166,0,193,True,0.0,1.0,True,True,1.0,1.0,0.3678771515449292,PASS,
62,158,representative_max_organ,158,158,0,188,True,0.0,1.0,True,True,1.0,1.0,0.5455224870928659,PASS,
63,82,representative_max_organ,82,82,0,104,True,0.0,1.0,True,True,1.0,1.0,0.6241149693183037,PASS,
64,192,representative_max_organ,192,192,0,230,True,0.0,1.0,True,True,1.0,1.0,0.588543024421997,PASS,
65,426,representative_max_organ,426,426,0,513,True,0.0,1.0,True,True,1.0,1.0,0.4879276350223793,PASS,
66,73,representative_max_organ,73,73,0,86,True,0.0,1.0,True,True,1.0,1.0,0.49464050482755345,PASS,
67,135,representative_max_organ,135,135,0,165,True,0.0,1.0,True,True,1.0,1.0,0.6318335384967914,PASS,
68,138,representative_max_organ,138,138,0,266,True,0.0,1.0,True,True,1.0,1.0,0.8720633709259534,PASS,
69,203,representative_max_organ,203,203,0,245,True,0.0,1.0,True,True,1.0,1.0,0.5215931397514613,PASS,
70,287,representative_max_organ,287,287,0,333,True,0.0,1.0,True,True,1.0,1.0,0.5704201352353895,PASS,
71,77,representative_max_organ,77,77,0,94,True,0.0,1.0,True,True,1.0,1.0,0.44402559684120035,PASS,
72,62,representative_max_organ,62,62,0,93,True,0.0,1.0,True,True,1.0,1.0,0.6369764256118633,PASS,
73,98,representative_max_organ,98,98,0,121,True,0.0,1.0,True,True,1.0,1.0,0.7011025123527552,PASS,
74,79,representative_max_organ,79,79,0,107,True,0.0,1.0,True,True,1.0,1.0,0.6059840741721274,PASS,
75,74,representative_max_organ,74,74,0,89,True,0.0,1.0,True,True,1.0,1.0,0.5103650101528757,PASS,
76,135,representative_max_organ,135,135,0,168,True,0.0,1.0,True,True,1.0,1.0,0.4220458017413071,PASS,
77,80,representative_max_organ,80,80,0,94,True,0.0,1.0,True,True,1.0,1.0,0.21249674476895963,PASS,
78,152,representative_max_organ,152,152,0,198,True,0.0,1.0,True,True,1.0,1.0,0.7204836836722487,PASS,
79,125,representative_max_organ,125,125,0,147,True,0.0,1.0,True,True,1.0,1.0,0.538392075934345,PASS,
80,177,representative_max_organ,177,177,0,217,True,0.0,1.0,True,True,1.0,1.0,0.606265916070449,PASS,
81,275,representative_max_organ,275,275,0,343,True,0.0,1.0,True,True,1.0,1.0,0.5354087287955877,PASS,
82,450,representative_max_organ,450,450,0,519,True,0.0,1.0,True,True,1.0,1.0,0.48709058772606995,PASS,
83,529,representative_max_organ,529,529,0,871,True,0.0,1.0,True,True,1.0,1.0,0.7591532262345209,PASS,
84,237,screenshot,237,237,0,733,True,0.0,1.0,True,True,1.0,1.0,0.6170400031292489,PASS,
84,393,screenshot,393,393,0,733,True,0.0,1.0,True,True,1.0,1.0,0.6684566797196491,PASS,
84,522,screenshot,522,522,0,733,True,0.0,1.0,True,True,1.0,1.0,0.6054933671818611,PASS,
84,554,screenshot,554,554,0,733,True,0.0,1.0,True,True,1.0,1.0,0.5627515011480478,PASS,
84,563,representative_max_organ,563,563,0,733,True,0.0,1.0,True,True,1.0,1.0,0.5555154178810787,PASS,
84,650,screenshot,650,650,0,733,True,0.0,1.0,True,True,1.0,1.0,0.272756171561944,PASS,
85,177,screenshot,177,177,0,630,True,0.0,1.0,True,True,1.0,1.0,0.6561669543247578,PASS,
85,335,screenshot,335,335,0,630,True,0.0,1.0,True,True,1.0,1.0,0.6763812093990801,PASS,
85,417,screenshot,417,417,0,630,True,0.0,1.0,True,True,1.0,1.0,0.6729210845323943,PASS,
85,473,screenshot,473,473,0,630,True,0.0,1.0,True,True,1.0,1.0,0.631056809604035,PASS,
85,519,representative_max_organ,519,519,0,630,True,0.0,1.0,True,True,1.0,1.0,0.5956376296592086,PASS,
85,610,screenshot,610,610,0,630,True,0.0,1.0,True,True,1.0,1.0,0.06659917576743873,PASS,
86,516,representative_max_organ,516,516,0,647,True,0.0,1.0,True,True,1.0,1.0,0.35751143596832097,PASS,
87,575,representative_max_organ,575,575,0,896,True,0.0,1.0,True,True,1.0,1.0,0.49679324690788096,PASS,
88,475,representative_max_organ,475,475,0,811,True,0.0,1.0,True,True,1.0,1.0,0.5502311407235264,PASS,
89,496,representative_max_organ,496,496,0,766,True,0.0,1.0,True,True,1.0,1.0,0.5680319555934924,PASS,
90,430,representative_max_organ,430,430,0,751,True,0.0,1.0,True,True,1.0,1.0,0.6389411111138192,PASS,
91,470,representative_max_organ,470,470,0,751,True,0.0,1.0,True,True,1.0,1.0,0.5513375842734521,PASS,
92,486,representative_max_organ,486,486,0,836,True,0.0,1.0,True,True,1.0,1.0,0.6023340578723068,PASS,
93,422,representative_max_organ,422,422,0,696,True,0.0,1.0,True,True,1.0,1.0,0.5815581143288207,PASS,
94,580,representative_max_organ,580,580,0,917,True,0.0,1.0,True,True,1.0,1.0,0.7061059705955522,PASS,
95,509,representative_max_organ,509,509,0,841,True,0.0,1.0,True,True,1.0,1.0,0.6847211186780026,PASS,
96,571,representative_max_organ,571,571,0,722,True,0.0,1.0,True,True,1.0,1.0,0.6481295923823654,PASS,
97,586,representative_max_organ,586,586,0,671,True,0.0,1.0,True,True,1.0,1.0,0.5389797630134711,PASS,
98,551,representative_max_organ,551,551,0,645,True,0.0,1.0,True,True,1.0,1.0,0.6211235247521374,PASS,
99,533,representative_max_organ,533,533,0,629,True,0.0,1.0,True,True,1.0,1.0,0.4360975591916184,PASS,
100,558,representative_max_organ,558,558,0,685,True,0.0,1.0,True,True,1.0,1.0,0.512929652841276,PASS,
101,557,representative_max_organ,557,557,0,683,True,0.0,1.0,True,True,1.0,1.0,0.43675882834670293,PASS,
102,575,representative_max_organ,575,575,0,677,True,0.0,1.0,True,True,1.0,1.0,0.27923757418012657,PASS,
103,570,representative_max_organ,570,570,0,683,True,0.0,1.0,True,True,1.0,1.0,0.5876539952249251,PASS,
104,394,representative_max_organ,394,394,0,781,True,0.0,1.0,True,True,1.0,1.0,0.9727021230938093,PASS,
105,574,representative_max_organ,574,574,0,986,True,0.0,1.0,True,True,1.0,1.0,0.6190573500491955,PASS,
106,444,representative_max_organ,444,444,0,771,True,0.0,1.0,True,True,1.0,1.0,0.6163556721164983,PASS,
107,444,representative_max_organ,444,444,0,771,True,0.0,1.0,True,True,1.0,1.0,0.6728587354069904,PASS,
108,553,representative_max_organ,553,553,0,856,True,0.0,1.0,True,True,1.0,1.0,0.47430605327394454,PASS,
109,437,representative_max_organ,437,437,0,756,True,0.0,1.0,True,True,1.0,1.0,0.710256914909993,PASS,
110,492,representative_max_organ,492,492,0,816,True,0.0,1.0,True,True,1.0,1.0,0.6368833301526953,PASS,
111,406,representative_max_organ,406,406,0,761,True,0.0,1.0,True,True,1.0,1.0,0.747277168520985,PASS,
112,435,representative_max_organ,435,435,0,751,True,0.0,1.0,True,True,1.0,1.0,0.6727855949225459,PASS,
113,510,representative_max_organ,510,510,0,836,True,0.0,1.0,True,True,1.0,1.0,0.5913952747897463,PASS,
114,500,representative_max_organ,500,500,0,846,True,0.0,1.0,True,True,1.0,1.0,0.6379425257385078,PASS,
115,528,representative_max_organ,528,528,0,846,True,0.0,1.0,True,True,1.0,1.0,0.5774866895165789,PASS,
116,587,representative_max_organ,587,587,0,908,True,0.0,1.0,True,True,1.0,1.0,0.5870140184616651,PASS,
117,473,representative_max_organ,473,473,0,836,True,0.0,1.0,True,True,1.0,1.0,0.6754223336104488,PASS,
118,274,representative_max_organ,274,274,0,427,True,0.0,1.0,True,True,1.0,1.0,0.486620872541768,PASS,
119,293,representative_max_organ,293,293,0,461,True,0.0,1.0,True,True,1.0,1.0,0.656501858636577,PASS,
120,236,representative_max_organ,236,236,0,424,True,0.0,1.0,True,True,1.0,1.0,0.853009640558057,PASS,
121,273,representative_max_organ,273,273,0,463,True,0.0,1.0,True,True,1.0,1.0,0.4857093497277422,PASS,
122,234,representative_max_organ,234,234,0,422,True,0.0,1.0,True,True,1.0,1.0,0.6777182883973725,PASS,
123,255,representative_max_organ,255,255,0,432,True,0.0,1.0,True,True,1.0,1.0,0.6064618752130567,PASS,
124,242,representative_max_organ,242,242,0,407,True,0.0,1.0,True,True,1.0,1.0,0.7249274865709392,PASS,
125,230,representative_max_organ,230,230,0,410,True,0.0,1.0,True,True,1.0,1.0,0.7158190055480709,PASS,
126,252,representative_max_organ,252,252,0,401,True,0.0,1.0,True,True,1.0,1.0,0.5455123685235008,PASS,
127,636,representative_max_organ,636,636,0,987,True,0.0,1.0,True,True,1.0,1.0,0.567791214723342,PASS,
128,530,representative_max_organ,530,530,0,654,True,0.0,1.0,True,True,1.0,1.0,0.4731061715856319,PASS,
129,212,representative_max_organ,212,212,0,338,True,0.0,1.0,True,True,1.0,1.0,0.7202424322793094,PASS,
130,501,representative_max_organ,501,501,0,624,True,0.0,1.0,True,True,1.0,1.0,0.5362666506432471,PASS,
